[06:12:31] 캐시 로드: 0개 완료 항목
[06:12:31] ==============================================================
[06:12:31]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[06:12:31]   precision: 5 → 7 | 세분화 임계: 400건
[06:12:31]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260707
[06:12:31] ==============================================================
[06:12:31] 지오해시 타일: 16891개 (precision=5)
[06:12:31] 
[1/3] 아파트 수집 ─────────────────────────────────
[06:12:41]   읍면동 18401개 확인
[06:12:49]   100/18401동 | 333건 | 18s
[06:13:01]   200/18401동 | 863건 | 30s
[06:13:34]   300/18401동 | 3,609건 | 63s
[06:14:13]   400/18401동 | 6,890건 | 102s
[06:15:15]   500/18401동 | 12,154건 | 164s
[06:16:50]   600/18401동 | 19,453건 | 259s
[06:18:10]   700/18401동 | 25,340건 | 339s
[06:19:50]   800/18401동 | 26,128건 | 439s
[06:20:30]   900/18401동 | 28,830건 | 479s
[06:21:04]   1000/18401동 | 30,693건 | 513s
[06:21:20]   1100/18401동 | 32,123건 | 529s
[06:22:54]   1200/18401동 | 35,715건 | 623s
[06:24:51]   1300/18401동 | 44,807건 | 740s
[06:24:57]   1400/18401동 | 44,884건 | 747s
[06:25:35]   1500/18401동 | 48,289건 | 785s
[06:26:07]   1600/18401동 | 49,758건 | 816s
[06:26:29]   1700/18401동 | 50,992건 | 838s
[06:27:27]   1800/18401동 | 54,632건 | 896s
[06:28:01]   1900/18401동 | 56,374건 | 930s
[06:28:53]   2000/18401동 | 58,915건 | 982s
[06:29:40]   2100/18401동 | 59,351건 | 1029s
[06:30:20]   2200/18401동 | 62,163건 | 1069s
[06:31:25]   2300/18401동 | 67,507건 | 1134s
[06:33:52]   2400/18401동 | 74,367건 | 1281s
[06:35:06]   2500/18401동 | 75,304건 | 1356s
[06:37:55]   2600/18401동 | 81,433건 | 1524s
[06:39:07]   2700/18401동 | 87,001건 | 1596s
[06:39:29]   2800/18401동 | 87,657건 | 1619s
[06:40:11]   2900/18401동 | 89,623건 | 1661s
