[02:58:40] 캐시 로드: 0개 완료 항목
[02:58:40] ==============================================================
[02:58:40]   직방 전국 전 유형 매물 수집 (읍면동 + 적응형 세분화)
[02:58:40]   precision: 5 → 7 | 세분화 임계: 400건
[02:58:40]   저장: /home/runner/work/zigbang-crawler-all/zigbang-crawler-all/zigbang_data/20260818
[02:58:40] ==============================================================
[02:58:40] 지오해시 타일: 16891개 (precision=5)
[02:58:40] 
[1/3] 아파트 수집 ─────────────────────────────────
[02:58:51]   읍면동 18401개 확인
[02:59:09]   100/18401동 | 705건 | 28s
[02:59:29]   200/18401동 | 1,788건 | 49s
[02:59:52]   300/18401동 | 3,484건 | 72s
[03:00:49]   400/18401동 | 7,444건 | 129s
[03:02:18]   500/18401동 | 13,873건 | 217s
[03:04:07]   600/18401동 | 21,338건 | 327s
[03:05:15]   700/18401동 | 26,003건 | 395s
[03:07:44]   800/18401동 | 28,707건 | 544s
[03:08:26]   900/18401동 | 30,909건 | 585s
[03:09:09]   1000/18401동 | 31,602건 | 629s
[03:10:45]   1100/18401동 | 36,167건 | 724s
[03:11:22]   1200/18401동 | 40,494건 | 762s
[03:13:09]   1300/18401동 | 45,654건 | 869s
[03:13:26]   1400/18401동 | 47,429건 | 885s
[03:14:20]   1500/18401동 | 50,270건 | 940s
[03:14:55]   1600/18401동 | 51,983건 | 975s
[03:15:35]   1700/18401동 | 54,251건 | 1014s
[03:16:28]   1800/18401동 | 57,035건 | 1067s
[03:17:40]   1900/18401동 | 60,822건 | 1139s
[03:18:18]   2000/18401동 | 60,963건 | 1178s
[03:18:51]   2100/18401동 | 61,555건 | 1211s
[03:19:44]   2200/18401동 | 64,357건 | 1264s
[03:22:08]   2300/18401동 | 71,845건 | 1407s
[03:23:45]   2400/18401동 | 73,560건 | 1504s
[03:25:19]   2500/18401동 | 77,375건 | 1598s
[03:28:38]   2600/18401동 | 84,266건 | 1798s
[03:30:02]   2700/18401동 | 87,539건 | 1882s
[03:31:09]   2800/18401동 | 90,826건 | 1949s
[03:31:45]   2900/18401동 | 92,212건 | 1985s
[03:32:15]   3000/18401동 | 92,839건 | 2014s
[03:33:00]   3100/18401동 | 92,844건 | 2060s
[03:33:24]   3200/18401동 | 93,266건 | 2084s
[03:33:43]   3300/18401동 | 93,266건 | 2103s
[03:35:38]   3400/18401동 | 97,722건 | 2218s
[03:35:49]   3500/18401동 | 97,759건 | 2228s
[03:36:49]   3600/18401동 | 98,658건 | 2289s
[03:37:32]   3700/18401동 | 100,431건 | 2331s
[03:38:41]   3800/18401동 | 100,432건 | 2400s
[03:39:02]   3900/18401동 | 100,491건 | 2422s
[03:39:06]   4000/18401동 | 100,508건 | 2426s
[03:39:10]   4100/18401동 | 100,508건 | 2430s
[03:39:55]   4200/18401동 | 101,786건 | 2475s
[03:40:03]   4300/18401동 | 101,926건 | 2482s
[03:40:12]   4400/18401동 | 101,932건 | 2492s
[03:40:23]   4500/18401동 | 102,175건 | 2502s
[03:40:27]   4600/18401동 | 102,497건 | 2507s
[03:40:31]   4700/18401동 | 102,524건 | 2510s
[03:40:34]   4800/18401동 | 102,528건 | 2514s
[03:40:37]   4900/18401동 | 102,528건 | 2517s
[03:40:42]   5000/18401동 | 102,592건 | 2521s
[03:40:51]   5100/18401동 | 102,762건 | 2530s
[03:41:16]   5200/18401동 | 102,892건 | 2555s
[03:41:30]   5300/18401동 | 102,957건 | 2570s
[03:41:33]   5400/18401동 | 102,962건 | 2573s
[03:41:37]   5500/18401동 | 102,963건 | 2576s
[03:41:39]   5600/18401동 | 102,981건 | 2579s
[03:41:42]   5700/18401동 | 102,981건 | 2582s
[03:42:01]   5800/18401동 | 103,809건 | 2601s
[03:42:15]   5900/18401동 | 104,870건 | 2615s
[03:42:18]   6000/18401동 | 104,884건 | 2618s
[03:42:22]   6100/18401동 | 104,884건 | 2622s
[03:42:38]   6200/18401동 | 105,136건 | 2637s
[03:42:55]   6300/18401동 | 105,822건 | 2654s
[03:43:02]   6400/18401동 | 105,893건 | 2662s
[03:43:05]   6500/18401동 | 105,896건 | 2665s
[03:43:27]   6600/18401동 | 107,537건 | 2687s
[03:46:33]   6700/18401동 | 108,666건 | 2873s
[03:46:39]   6800/18401동 | 108,708건 | 2879s
[03:46:42]   6900/18401동 | 108,708건 | 2881s
[03:46:49]   7000/18401동 | 108,865건 | 2889s
[03:46:57]   7100/18401동 | 108,865건 | 2897s
[03:47:03]   7200/18401동 | 108,874건 | 2903s
[03:47:07]   7300/18401동 | 108,874건 | 2907s
[03:47:21]   7400/18401동 | 109,077건 | 2921s
[03:47:31]   7500/18401동 | 109,077건 | 2930s
[03:47:33]   7600/18401동 | 109,079건 | 2933s
[03:47:37]   7700/18401동 | 109,079건 | 2937s
[03:47:41]   7800/18401동 | 109,148건 | 2941s
[03:47:53]   7900/18401동 | 109,148건 | 2953s
[03:47:56]   8000/18401동 | 109,153건 | 2956s
[03:48:00]   8100/18401동 | 109,156건 | 2959s
[03:48:06]   8200/18401동 | 109,246건 | 2965s
[03:48:11]   8300/18401동 | 109,269건 | 2971s
[03:48:16]   8400/18401동 | 109,364건 | 2975s
[03:48:25]   8500/18401동 | 109,499건 | 2985s
[03:48:32]   8600/18401동 | 109,501건 | 2992s
[03:48:36]   8700/18401동 | 109,501건 | 2995s
[03:48:49]   8800/18401동 | 110,132건 | 3009s
[03:49:01]   8900/18401동 | 110,139건 | 3021s
[03:49:04]   9000/18401동 | 110,139건 | 3024s
[03:49:08]   9100/18401동 | 110,139건 | 3027s
[03:49:12]   9200/18401동 | 110,141건 | 3032s
[03:49:16]   9300/18401동 | 110,141건 | 3036s
[03:49:20]   9400/18401동 | 110,141건 | 3040s
[03:49:23]   9500/18401동 | 110,142건 | 3043s
[03:49:26]   9600/18401동 | 110,145건 | 3046s
[03:49:29]   9700/18401동 | 110,145건 | 3049s
[03:49:34]   9800/18401동 | 110,149건 | 3053s
[03:49:37]   9900/18401동 | 110,151건 | 3057s
[03:49:41]   10000/18401동 | 110,152건 | 3061s
[03:49:44]   10100/18401동 | 110,152건 | 3064s
[03:49:48]   10200/18401동 | 110,155건 | 3067s
[03:49:55]   10300/18401동 | 110,258건 | 3074s
[03:50:05]   10400/18401동 | 110,258건 | 3084s
[03:50:08]   10500/18401동 | 110,259건 | 3088s
[03:50:13]   10600/18401동 | 110,260건 | 3092s
[03:50:17]   10700/18401동 | 110,260건 | 3097s
[03:50:45]   10800/18401동 | 111,643건 | 3124s
[03:51:25]   10900/18401동 | 111,645건 | 3165s
[03:51:29]   11000/18401동 | 111,645건 | 3169s
[03:51:36]   11100/18401동 | 111,702건 | 3175s
[03:53:17]   11200/18401동 | 114,253건 | 3276s
[03:53:40]   11300/18401동 | 114,253건 | 3299s
[03:53:43]   11400/18401동 | 114,262건 | 3303s
[03:53:54]   11500/18401동 | 114,485건 | 3313s
[03:54:15]   11600/18401동 | 114,495건 | 3335s
[03:54:20]   11700/18401동 | 114,505건 | 3339s
[03:54:24]   11800/18401동 | 114,525건 | 3343s
[03:54:27]   11900/18401동 | 114,540건 | 3347s
[03:54:31]   12000/18401동 | 114,540건 | 3351s
[03:54:48]   12100/18401동 | 114,917건 | 3368s
[03:55:02]   12200/18401동 | 114,938건 | 3381s
[03:55:06]   12300/18401동 | 114,952건 | 3386s
[03:55:09]   12400/18401동 | 114,952건 | 3388s
[03:55:11]   12500/18401동 | 114,953건 | 3391s
[03:55:15]   12600/18401동 | 114,953건 | 3394s
[03:55:24]   12700/18401동 | 115,335건 | 3404s
[03:55:28]   12800/18401동 | 115,335건 | 3408s
[03:55:32]   12900/18401동 | 115,335건 | 3412s
[03:55:36]   13000/18401동 | 115,342건 | 3416s
[03:55:40]   13100/18401동 | 115,348건 | 3419s
[03:55:43]   13200/18401동 | 115,348건 | 3423s
[03:55:47]   13300/18401동 | 115,348건 | 3427s
[03:55:51]   13400/18401동 | 115,348건 | 3430s
[03:55:53]   13500/18401동 | 115,348건 | 3433s
[03:55:58]   13600/18401동 | 115,358건 | 3437s
[03:56:01]   13700/18401동 | 115,359건 | 3440s
[03:56:04]   13800/18401동 | 115,367건 | 3443s
[03:56:06]   13900/18401동 | 115,367건 | 3446s
[03:56:10]   14000/18401동 | 115,367건 | 3450s
[03:56:15]   14100/18401동 | 115,368건 | 3454s
[03:56:19]   14200/18401동 | 115,370건 | 3458s
[03:56:25]   14300/18401동 | 115,411건 | 3465s
[03:56:36]   14400/18401동 | 115,692건 | 3476s
[03:56:52]   14500/18401동 | 116,411건 | 3492s
[03:57:16]   14600/18401동 | 117,046건 | 3516s
[03:57:24]   14700/18401동 | 117,134건 | 3524s
[03:57:30]   14800/18401동 | 117,226건 | 3529s
[03:57:43]   14900/18401동 | 117,484건 | 3542s
[03:57:52]   15000/18401동 | 117,484건 | 3552s
[03:59:10]   15100/18401동 | 120,727건 | 3630s
[03:59:58]   15200/18401동 | 120,731건 | 3677s
[04:00:01]   15300/18401동 | 120,733건 | 3681s
[04:00:10]   15400/18401동 | 121,126건 | 3690s
[04:01:01]   15500/18401동 | 121,723건 | 3741s
[04:01:05]   15600/18401동 | 121,729건 | 3745s
[04:01:10]   15700/18401동 | 121,729건 | 3750s
[04:01:36]   15800/18401동 | 122,233건 | 3776s
[04:01:39]   15900/18401동 | 122,235건 | 3779s
[04:01:43]   16000/18401동 | 122,235건 | 3783s
[04:01:48]   16100/18401동 | 122,240건 | 3787s
[04:01:53]   16200/18401동 | 122,240건 | 3792s
[04:01:56]   16300/18401동 | 122,240건 | 3796s
[04:02:00]   16400/18401동 | 122,240건 | 3799s
[04:02:05]   16500/18401동 | 122,240건 | 3804s
[04:02:08]   16600/18401동 | 122,240건 | 3808s
[04:02:12]   16700/18401동 | 122,240건 | 3811s
[04:02:19]   16800/18401동 | 122,479건 | 3818s
[04:02:23]   16900/18401동 | 122,519건 | 3823s
[04:02:51]   17000/18401동 | 123,406건 | 3851s
[04:03:10]   17100/18401동 | 123,566건 | 3869s
[04:03:16]   17200/18401동 | 123,613건 | 3875s
[04:03:19]   17300/18401동 | 123,622건 | 3879s
[04:04:03]   17400/18401동 | 124,921건 | 3923s
[04:04:25]   17500/18401동 | 125,098건 | 3945s
